Time,si,mg
731538.167361111,3.99,1.21
731538.25,3.86,1.17
731538.250694444,3.85,1.17
731538.666666667,3.29,1.03
731538.667361111,3.31,1.04
731538.75,3.67,2.05
731538.750694444,3.67,2.05
731538.833333333,3.59,1.96
731538.834027778,3.59,1.96
731538.916666667,4.02,1.19
731538.917361111,4.02,1.19
731539,4.03,0.2
731539.000694444,4.03,0.2
731539.083333333,4.32,1.25
731539.084027778,4.32,1.25
731539.166666667,4.34,1.17
731539.167361111,4.27,1.15
731539.25,3.76,1.09
731539.250694444,3.76,1.09
731539.333333333,3.42,1.08
731539.334027778,3.41,1.05
731539.416666667,3.83,1.13
731539.417361111,3.8,1.16
731539.5,4.43,1.33
731539.500694444,4.43,1.31
731539.583333333,4.36,1.3
731539.584027778,4.35,1.3
731539.666666667,4.63,1.35
731539.667361111,4.64,1.36
731539.75,4.53,1.3
731539.750694444,4.53,1.3
731539.833333333,4.54,1.32
731539.834027778,4.54,1.32
731539.916666667,4.41,1.32
731539.917361111,4.41,1.32
731540,4.03,1.22
731540.000694444,4.03,1.22
731540.083333333,3.91,1.28
731540.084027778,3.91,1.28
731540.166666667,3.53,1.24
731540.167361111,3.57,1.25
731540.25,3.75,1.31
731540.250694444,3.81,1.34
731540.333333333,4.31,1.37
731540.334027778,4.38,1.38
731540.416666667,4.31,1.33
731540.417361111,4.32,1.32
731540.5,4.02,1.28
731540.500694444,4.02,1.28
731540.583333333,3.45,1.14
731540.584027778,3.42,1.14
731540.666666667,3.9,1.34
731540.667361111,3.9,1.34
731540.75,3.72,1.36
731540.750694444,3.72,1.36
731540.833333333,3.44,1.33
731540.834027778,3.44,1.33
731540.916666667,4.11,1.57
731540.917361111,4.11,1.57
731541,3.65,1.32
731541.000694444,3.65,1.32
731541.083333333,3.79,1.37
731541.084027778,3.79,1.37
731541.166666667,4.04,1.52
731541.167361111,4.02,1.52
731541.25,4.37,1.54
731541.250694444,4.4,1.56
731541.333333333,4.07,1.51
731541.334027778,4.11,1.52
731541.416666667,3.81,1.38
731541.417361111,3.8,1.38
731541.5,4.14,1.56
731541.500694444,4.14,1.56
731541.583333333,4.71,1.59
731541.584027778,4.71,1.59
731541.666666667,4.21,1.54
731541.667361111,4.21,1.54
731541.743055556,4.4,1.58
731541.74375,4.4,1.58
731541.833333333,4.15,1.58
731541.834027778,4.15,1.58
731541.916666667,3.61,1.59
731541.917361111,3.61,1.59
731542,3.4,1.5
731542.000694444,3.4,1.5
731542.083333333,3.51,1.25
731542.084027778,3.51,1.25
731542.166666667,4.47,1.18
731542.167361111,4.35,1.18
731542.25,4.67,1.17
731542.250694444,4.61,1.14
731542.334722222,4.47,1.14
731542.335416667,4.47,1.14
731542.409722222,5.04,1.14
731542.410416667,5.04,1.2
731542.5,4.79,1.08
731542.500694444,4.79,1.08
731542.583333333,5.91,1.23
731542.584027778,5.91,1.23
731542.666666667,5.24,1.06
731542.667361111,5.23,1.05
731542.75,5.22,1.11
731542.750694444,5.22,1.11
731542.833333333,5.05,1.09
731542.834027778,5.03,1.1
731542.916666667,5.11,1.15
731542.917361111,5.11,1.15
731543,5.2,1.13
731543.000694444,5.2,1.13
731543.083333333,5.84,1.23
731543.084027778,5.74,1.22
731543.166666667,5.3,1.16
731543.167361111,5.33,1.17
731543.25,5.28,1.16
731543.250694444,5.26,1.16
731543.333333333,5.15,1.13
731543.334027778,5.15,1.12
731543.416666667,5.44,1.17
731543.417361111,5.42,1.18
731543.5,5.03,1.12
731543.500694444,5,1.12
731543.583333333,4.98,1.12
731543.584027778,4.9818,1.1242
731543.666666667,4.41,1.04
731543.667361111,4.4,NaN
731543.75,4.8,1.17
731543.750694444,4.8,1.17
731543.833333333,5.16,1.16
731543.834027778,5.16,1.16
731543.916666667,4.23,1.18
731543.917361111,4.23,1.18
731544,4.24,1.21
731544.000694444,4.24,1.21
731544.083333333,3.86,1.2
731544.084027778,3.86,1.2
731544.166666667,3.6,1.12
731544.167361111,3.6,1.12
731544.25,3.9,1.21
731544.250694444,3.9,1.21
731544.333333333,3.58,1.12
731544.334027778,NaN,NaN
731544.416666667,3.53,0.92
731544.417361111,3.53,0.92
731544.583333333,2.71,0.72
731544.584027778,2.71,0.72
731544.666666667,4.19,1.1
731544.667361111,4.19,1.1
731544.75,3.84,1.19
731544.750694444,3.84,1.19
731544.833333333,2.89,1.24
731544.834027778,2.89,1.24
731544.916666667,2.85,1.21
731544.917361111,2.85,1.21
731545,2.93,1.32
731545.000694444,2.93,1.32
731545.083333333,2.57,1.02
731545.084027778,2.57,1.02
731545.166666667,3.05,1.2
731545.167361111,3.05,1.2
731545.25,3.65,1.38
731545.250694444,3.65,1.38
731545.333333333,3.45,1.29
731545.334027778,3.45,1.29
731545.416666667,3.81,1.33
731545.417361111,3.81,1.33
731545.5,3.75,1.37
731545.500694444,3.75,1.37
731545.583333333,3.78,1.39
731545.584027778,3.78,1.39
731545.666666667,3.74,1.36
731545.667361111,3.74,1.36
731545.75,3.91,1.39
731545.750694444,3.91,1.39
731545.833333333,3.86,1.36
731545.834027778,3.86,1.36
731545.916666667,3.85,1.35
731545.917361111,3.85,1.35
731546,4.08,1.36
731546.000694444,4.08,1.36
731546.083333333,3.86,1.33
731546.084027778,3.86,1.33
731546.166666667,4,1.34
731546.167361111,3.96,1.33
731546.25,3.74,1.28
731546.250694444,3.72,1.2
731546.333333333,4.1,1.41
731546.334027778,4.08,1.4
731546.416666667,4.01,1.3
731546.417361111,4,1.3
731546.5,3.15,1.22
731546.500694444,3.15,1.22
731546.583333333,4.25,1.52
731546.584027778,NaN,NaN
731546.666666667,4.42,1.5
731546.667361111,4.34,1.46
731546.75,4.44,1.42
731546.750694444,4.4384,1.4175
731546.833333333,3.85,1.33
731546.834027778,NaN,NaN
731546.916666667,3.78,1.37
731546.917361111,3.85,1.3257
731547,3.57,1.42
731547.000694444,3.57,1.42
731547.083333333,3.6,1.35
731547.084027778,3.5983,1.3526
731547.166666667,3.71,1.38
731547.167361111,3.72,1.36
731547.25,3.71,1.4
731547.250694444,3.71,1.4
731547.333333333,2.42,0.94
731547.334027778,2.4,0.93
731547.583333333,3.58,1.35
731547.584027778,3.58,1.35
731547.666666667,3.87,1.51
731547.667361111,3.87,1.51
731547.75,3.98,1.51
731547.750694444,3.98,1.51
731547.833333333,3.72,1.44
731547.834027778,3.72,1.44
731547.916666667,3.34,1.28
731547.917361111,NaN,NaN
731548,3.8,1.44
731548.000694444,3.8,1.44
731548.083333333,3.64,1.36
731548.084027778,3.64,1.36
731548.166666667,3.42,1.34
731548.167361111,3.42,1.34
731548.25,3.52,1.33
731548.250694444,3.53,1.34
731548.333333333,3.52,1.32
731548.334027778,3.54,1.31
731548.416666667,1.91,0.72
731548.417361111,1.87,0.72
731548.5,2.53,1.01
731548.500694444,2.53,1.01
731548.583333333,2.88,1.16
731548.584027778,2.88,1.16
731548.666666667,2.76,1.12
731548.667361111,2.76,1.12
731548.75,3.11,1.28
731548.750694444,3.11,1.28
731548.833333333,4.1,1.55
731548.834027778,4.1,1.55
731548.916666667,3.78,1.4
731548.917361111,3.78,1.4
731549,3.86,1.4
731549.000694444,3.86,1.4
731549.083333333,4,1.49
731549.084027778,4,1.49
731549.166666667,3.36,1.36
731549.167361111,3.35,1.34
731549.25,3.79,1.48
731549.250694444,3.79,1.49
731549.333333333,3.43,1.38
731549.334027778,3.42,1.38
731549.416666667,3.61,1.43
731549.417361111,3.55,1.46
731549.5,3.52,1.42
731549.500694444,3.52,1.425
731549.583333333,3.71,1.54
731549.584027778,3.72,1.51
731549.666666667,3.68,1.45
731549.667361111,3.68,1.45
731549.75,3.68,1.09
731549.750694444,3.68,1.09
731549.833333333,5.31,1.15
731549.834027778,5.31,1.15
731549.916666667,6.36,1.18
731549.917361111,6.36,1.18
731549.91875,NaN,NaN
731549.919444444,NaN,NaN
731550,10.87,2.06
731550.000694444,10.09,1.94
731550.083333333,6.14,1.23
731550.084027778,6.14,1.23
731550.166666667,4.75,1.23
731550.167361111,4.75,1.23
731550.833333333,3.75,1.13
731550.834027778,3.73,1.12
731550.916666667,3.94,1.18
731550.917361111,3.98,1.18
731551,4.1,1.26
731551.000694444,4.1,1.26
731551.083333333,4.22,1.28
731551.084027778,4.22,1.28
731551.25,4.7,1.33
731551.250694444,4.7,1.33
731551.333333333,4.68,1.3
731551.334027778,4.68,1.3
731551.5,3.51,1.15
731551.500694444,3.51,1.38
731551.583333333,NaN,NaN
731551.584027778,3.56,1.41
731551.666666667,4.3,1.4
731551.667361111,4.35,1.4
731551.75,3.95,1.33
731551.750694444,3.85,1.33
731551.833333333,3.75,1.35
731551.834027778,3.8,1.35
731551.916666667,4.51,1.42
731551.917361111,4.58,1.42
731552,4.05,1.48
731552.000694444,4.17,1.55
731552.083333333,NaN,NaN
731552.084027778,3.77,1.58
731552.166666667,NaN,NaN
731552.167361111,3.64,1.59
731552.25,3.75,1.61
731552.250694444,3.92,1.75
731552.329861111,NaN,NaN
731552.330555556,3.31,1.65
731552.416666667,NaN,NaN
731552.417361111,3.42,1.64
731552.496527778,3.31,1.44
731552.497222222,3.2,1.51
731552.583333333,3.23,1.48
731552.584027778,NaN,NaN
731552.663194445,NaN,NaN
731552.663888889,3.49,1.61
731552.746527778,3.36,1.5
731552.747222222,3.34,1.61
731552.833333333,NaN,NaN
731552.834027778,3.44,1.61
731552.916666667,NaN,NaN
731552.917361111,3.29,1.6
731553,3.2,1.42
731553.000694444,3.24,1.51
731553.083333333,NaN,NaN
731553.084027778,3.11,1.5
731553.166666667,NaN,NaN
731553.167361111,2.5,1.18
731553.25,3.21,1.5
731553.250694444,3.12,1.49
731553.333333333,NaN,NaN
731553.334027778,3.21,1.62
731553.416666667,NaN,NaN
731553.417361111,2.86,1.42
731553.418055556,NaN,NaN
731553.5,3,1.45
731553.500694444,2.94,1.52
731553.583333333,NaN,NaN
731553.584027778,2.49,1.25
731553.666666667,NaN,NaN
731553.667361111,3.32,1.61
731553.75,3.06,1.34
731553.750694444,3.1,1.4
731553.833333333,NaN,NaN
731553.834027778,2.62,1.26
731553.911111111,NaN,NaN
731553.911805556,3.09,1.52
731554,3.2,1.46
731554.000694444,3.16,1.54
731554.083333333,NaN,NaN
731554.084027778,3.36,1.51
731554.166666667,NaN,NaN
731554.167361111,3.21,1.39
731554.243055556,3.13,1.37
731554.24375,3.12,1.45
731554.333333333,NaN,NaN
731554.334027778,2.97,1.53
731554.416666667,NaN,NaN
731554.417361111,NaN,NaN
731554.418055556,3,1.47
731554.5,2.64,1.23
731554.500694444,2.59,1.26
731554.583333333,NaN,NaN
731554.584027778,3.08,1.39
731554.666666667,NaN,NaN
731554.667361111,4.05,1.54
731554.75,NaN,NaN
731554.750694444,3.45,1.2
731554.833333333,NaN,NaN
731554.834027778,4.7,1.29
731554.911111111,NaN,NaN
731554.911805556,4.81,1.2
731555,6.15,1.5
731555.000694444,6.13,1.49
731555.083333333,NaN,NaN
731555.084027778,4.88,1.26
731555.163194445,NaN,NaN
731555.163888889,4.94,1.26
731555.246527778,5.66,1.37
731555.247222222,5.7,1.34
731555.333333333,NaN,NaN
731555.334027778,4.98,1.25
731555.416666667,NaN,NaN
731555.417361111,4.79,1.15
731555.5,4.07,1.03
731555.500694444,4.02,1.03
731555.583333333,NaN,NaN
731555.584027778,5.07,1.34
731555.666666667,NaN,NaN
731555.667361111,4.73,1.33
731555.75,5.16,1.52
731555.750694444,5.22,1.45
731555.833333333,NaN,NaN
731555.834027778,4.7,1.39
731555.916666667,NaN,NaN
731555.917361111,4.5,1.34
731556,4.55,1.3
731556.000694444,4.55,1.31
731556.083333333,NaN,NaN
731556.084027778,4.38,1.27
731556.166666667,NaN,NaN
731556.167361111,4.79,1.33
731556.25,4.59,1.3
731556.250694444,4.64,1.33
731556.333333333,NaN,NaN
731556.334027778,4.89,1.35
731556.416666667,NaN,NaN
731556.417361111,4.68,1.42
731556.5,4.19,1.26
731556.500694444,4.18,1.31
731556.583333333,NaN,NaN
731556.584027778,4.26,1.31
731557.583333333,NaN,NaN
731557.584027778,3.81,1.23
731557.666666667,NaN,NaN
731557.667361111,5.42,1.4
731557.75,7.21,1.34
731557.750694444,7.35,1.33
731557.833333333,NaN,NaN
731557.834027778,8.1,1.35
731557.916666667,NaN,NaN
731557.917361111,7.42,1.25
731557.919444444,NaN,NaN
731558,6.57,1.32
731558.000694444,6.58,1.3
731558.083333333,NaN,NaN
731558.084027778,NaN,NaN
731558.166666667,NaN,NaN
731558.167361111,5.25,1.31
731558.25,4.97,1.3
731558.250694444,NaN,NaN
731558.333333333,NaN,NaN
731558.334027778,4.75,1.24
731558.416666667,NaN,NaN
731558.417361111,5,1.31
731558.5,6.3,1.75
731558.500694444,6.29,1.67
731558.583333333,NaN,NaN
731558.584027778,5.06,1.31
731558.666666667,NaN,NaN
731558.667361111,5.52,1.39
731558.75,5.47,1.33
731558.750694444,5.41,1.43
731558.833333333,NaN,NaN
731558.834027778,5.03,1.26
731558.916666667,NaN,NaN
731558.917361111,4.49,1.2
731559,4.55,1.28
731559.000694444,4.54,1.3
731559.083333333,NaN,NaN
731559.084027778,5.04,1.36
731559.166666667,NaN,NaN
731559.167361111,5.17,1.43
731559.25,4.61,1.41
731559.250694444,4.5,1.3
731559.333333333,NaN,NaN
731559.334027778,4.21,1.5
731559.416666667,NaN,NaN
731559.417361111,4.27,1.52
731559.418055556,NaN,NaN
731559.5,4.12,1.41
731559.500694444,4.07,1.43
731559.583333333,NaN,NaN
731559.584027778,3.4,1.59
731559.666666667,NaN,NaN
731559.667361111,3.59,1.52
731559.75,3.6,1.53
731559.750694444,3.59,1.56
731559.833333333,NaN,NaN
731559.834027778,3.05,1.68
731559.916666667,NaN,NaN
731559.917361111,3.02,1.58
731560,3.59,1.42
731560.000694444,3.57,1.42
731560.083333333,NaN,NaN
731560.084027778,4.77,1.4
731560.166666667,NaN,NaN
731560.167361111,5.08,1.36
731560.25,5.79,1.64
731560.250694444,5.56,1.35
731560.333333333,NaN,NaN
731560.334027778,5.76,1.36
731560.416666667,NaN,NaN
731560.417361111,5.59,1.29
731560.5,5.37,1.29
731560.500694444,5.57,1.29
731560.583333333,NaN,NaN
731560.584027778,6.59,1.47
731560.666666667,NaN,NaN
731560.667361111,5.91,1.36
731560.75,6.56,1.46
731560.750694444,6.83,1.37
731560.833333333,NaN,NaN
731560.834027778,6.16,1.25
731560.916666667,NaN,NaN
731560.917361111,6.08,1.26
731561,5.67,1.24
731561.000694444,5.74,1.26
731561.083333333,NaN,NaN
731561.084027778,4.37,1.4
731561.166666667,NaN,NaN
731561.167361111,4.62,1.56
731561.25,5.1,1.53
731561.250694444,5.04,1.53
731561.333333333,NaN,NaN
731561.334027778,4.99,1.55
731561.416666667,NaN,NaN
731561.417361111,4.55,1.46
731561.5,4.55,1.43
731561.500694444,4.55,1.45
731561.75,3.96,1.22
731561.750694444,4.01,1.23
731561.833333333,NaN,NaN
731561.834027778,4.48,1.47
731561.919444444,NaN,NaN
731561.920138889,4.47,1.45
731563.166666667,NaN,NaN
731563.167361111,3.67,1.24
731563.25,4.96,1.58
731563.250694444,4.84,1.58
731563.333333333,NaN,NaN
731563.334027778,4.86,1.52
731563.416666667,NaN,NaN
731563.417361111,4.82,1.49
731563.5,3.7,1.19
731563.500694444,3.76,1.2
731563.583333333,NaN,NaN
731563.584027778,3.91,1.27
731563.666666667,NaN,NaN
731563.667361111,4.48,1.47
731563.75,4.6,1.48
731563.750694444,4.72,1.47
731563.833333333,NaN,NaN
731563.834027778,4.81,1.5
731563.916666667,NaN,NaN
731563.917361111,4.88,1.5
731564,5.05,1.49
731564.000694444,5.11,1.5
731564.083333333,NaN,NaN
731564.084027778,4.51,1.41
731564.166666667,NaN,NaN
731564.167361111,4.39,1.43
731564.25,4.34,1.41
731564.250694444,4.34,1.43
731564.333333333,NaN,NaN
731564.334027778,4.33,1.41
731564.416666667,NaN,NaN
731564.417361111,4.56,1.46
731564.666666667,NaN,NaN
731564.667361111,1.79,0.78
731564.75,3.88,1.33
731564.750694444,3.83,0.78
731564.833333333,NaN,NaN
731564.834027778,3.53,1.2
731564.916666667,NaN,NaN
731564.917361111,3.46,1.07
731565,3.89,1.28
731565.000694444,4.18,1.35
731565.083333333,NaN,NaN
731565.084027778,4.81,1.53
731565.166666667,NaN,NaN
731565.167361111,5.34,1.61
731565.25,4.75,1.5
731565.250694444,5.22,1.63
731565.375,NaN,NaN
731565.375694444,4.88,1.6
731565.416666667,NaN,NaN
731565.417361111,4.09,1.51
731565.5,4,1.48
731565.500694444,4.4,1.62
731565.583333333,NaN,NaN
731565.584027778,4.56,1.6
731565.666666667,NaN,NaN
731565.667361111,3.7,1.37
731565.75,2.98,1.1
731565.750694444,3.75,1.16
731565.833333333,NaN,NaN
731565.834027778,3.9,1.39
731565.916666667,NaN,NaN
731565.917361111,4.05,1.41
731566,4.42,1.53
731566.000694444,4.32,1.48
731566.083333333,NaN,NaN
731566.084027778,4.37,1.5
731566.166666667,NaN,NaN
731566.167361111,4.29,1.46
731566.25,4.47,1.62
731566.250694444,4.14,1.43
731566.333333333,NaN,NaN
731566.334027778,4.07,1.47
731566.416666667,NaN,NaN
731566.417361111,3.76,1.51
731566.5,4.22,1.54
731566.500694444,4.12,1.55
731566.583333333,NaN,NaN
731566.584027778,3.94,1.47
731566.666666667,NaN,NaN
731566.667361111,4.18,1.59
731566.75,4.34,1.54
731566.750694444,4.19,1.54
731566.833333333,NaN,NaN
731566.834027778,4.09,1.49
731566.916666667,NaN,NaN
731566.917361111,4.04,1.5
731567,3.85,1.4
731567.000694444,3.83,1.38
731567.083333333,NaN,NaN
731567.084027778,3.6,1.29
731567.166666667,3.65,1.58
731567.167361111,3.38,1.27
731567.25,4.08,1.72
731567.250694444,NaN,NaN
731567.333333333,NaN,NaN
731567.334027778,4.06,1.5
731567.416666667,NaN,NaN
731567.417361111,2.89,1.19
731567.5,3.14,1.37
731567.500694444,3.14,1.42
731567.833333333,NaN,NaN
731567.834027778,4.16,1.58
731567.916666667,NaN,NaN
731567.917361111,4.1,1.51
731568,4.17,1.45
731568.000694444,4.11,1.39
731568.083333333,NaN,NaN
731568.084027778,4.33,1.44
731568.166666667,NaN,NaN
731568.167361111,4.54,1.42
731568.25,5.11,1.56
731568.250694444,5.04,1.57
731568.333333333,NaN,NaN
731568.334027778,4.31,1.45
731568.416666667,NaN,NaN
731568.417361111,4.12,1.49
731568.5,NaN,NaN
731568.500694444,4.24,1.49
731568.583333333,NaN,NaN
731568.584027778,4.14,1.45
731568.666666667,NaN,NaN
731568.667361111,3.9,1.51
731568.75,3.4,1.27
731568.750694444,3.33,1.34
731568.833333333,NaN,NaN
731568.834027778,3.44,1.39
731568.916666667,NaN,NaN
731568.917361111,4,1.54
731569,3.97,1.46
731569.000694444,3.87,1.49
731569.083333333,NaN,NaN
731569.084027778,3.63,1.37
731569.166666667,NaN,NaN
731569.167361111,3.95,1.49
731569.25,3.75,1.39
731569.250694444,3.67,1.36
731569.333333333,NaN,NaN
731569.334027778,3.59,1.35
731569.416666667,NaN,NaN
731569.417361111,3.36,1.34
731569.5,3.65,1.42
731569.500694444,3.52,1.37
731569.576388889,NaN,NaN
731569.577083333,3.34,1.32
731569.666666667,NaN,NaN
731569.667361111,4.01,1.47
731569.743055556,3.98,1.46
731569.74375,3.82,1.45
731569.833333333,NaN,NaN
731569.834027778,3.74,1.43
731569.916666667,NaN,NaN
731569.917361111,3.66,1.43
731570,3.72,1.45
731570.000694444,3.67,1.48
731570.083333333,NaN,NaN
731570.084027778,3.69,1.45
731570.166666667,NaN,NaN
731570.167361111,3.58,1.44
731570.25,NaN,NaN
731570.250694444,3.88,1.58
731570.333333333,NaN,NaN
731570.334027778,3.65,1.5
731570.416666667,NaN,NaN
731570.417361111,4.28,1.39
731570.5,3.98,1.4
731570.500694444,3.87,1.36
731570.583333333,NaN,NaN
731570.584027778,3.41,1.36
731570.663194445,NaN,NaN
731570.663888889,3.45,1.45
731570.75,3.88,1.64
731570.750694444,3.79,1.6
731570.833333333,NaN,NaN
731570.834027778,2.88,1.23
731570.916666667,NaN,NaN
731570.917361111,3.74,1.58
731571,3.8,1.61
731571.000694444,3.67,1.62
731571.083333333,NaN,NaN
731571.084027778,4.04,1.63
731571.166666667,NaN,NaN
731571.167361111,2.98,1.3
731571.25,3.36,1.35
731571.250694444,3.36,1.35
731571.333333333,NaN,NaN
731571.334027778,3.59,1.49
731571.416666667,NaN,NaN
731571.417361111,3.89,1.49
731571.5,4.08,1.59
731571.500694444,4.31,1.65
731571.583333333,NaN,NaN
731571.584027778,3.98,1.47
731571.666666667,NaN,NaN
731571.667361111,4.35,1.73
731571.75,3.26,1.34
731571.750694444,3.03,1.28
731571.833333333,NaN,NaN
731571.834027778,3.55,1.47
731571.916666667,NaN,NaN
731571.917361111,3.96,1.59
731572,3.85,1.68
731572.000694444,3.64,1.67
731572.076388889,NaN,NaN
731572.077083333,3.45,1.68
731572.166666667,NaN,NaN
731572.167361111,3.49,1.69
731572.25,3.66,1.58
731572.250694444,3.59,1.64
731572.333333333,NaN,NaN
731572.334027778,3.51,1.6
731572.416666667,NaN,NaN
731572.417361111,3.56,1.63
731572.5,3.78,1.61
731572.500694444,3.71,1.68
731572.583333333,NaN,NaN
731572.584027778,3.7,1.65
731572.666666667,NaN,NaN
731572.667361111,3.64,1.63
731572.75,3.87,1.62
731572.750694444,3.78,1.21
731572.833333333,NaN,NaN
731572.834027778,5.1,1.41
731572.916666667,NaN,NaN
731572.917361111,6.54,1.17
731573,6.38,1.22
731573.000694444,6.29,1.19
731573.083333333,NaN,NaN
731573.084027778,6.15,1.3
731573.166666667,NaN,NaN
731573.167361111,5.24,1.34
731573.25,4.5,1.4
731573.250694444,4.35,1.33
731573.333333333,NaN,NaN
731573.334027778,5.11,1.37
731573.416666667,NaN,NaN
731573.417361111,4.07,1.37
731573.520833333,4.41,1.53
731573.521527778,4.06,1.41
731573.597222222,NaN,NaN
731573.597916667,4.01,1.47
731573.666666667,NaN,NaN
731573.667361111,NaN,NaN
731573.75,4.24,1.55
731573.750694444,4.16,1.59
731573.833333333,NaN,NaN
731573.834027778,4.25,1.59
731573.909722222,NaN,NaN
731573.910416667,NaN,NaN
731574,4.11,1.61
731574.000694444,3.99,1.6
731574.083333333,NaN,NaN
731574.084027778,3.95,1.54
731574.166666667,NaN,NaN
731574.167361111,3.84,1.27
731574.25,4.63,1.46
731574.250694444,4.71,1.47
731574.333333333,NaN,NaN
731574.334027778,4.64,1.64
731574.416666667,NaN,NaN
731574.417361111,4.28,1.77
731574.666666667,NaN,NaN
731574.667361111,2.91,1.26
731574.75,4.04,1.69
731574.750694444,3.85,1.6
731574.833333333,NaN,NaN
731574.834027778,4.25,1.83
731574.916666667,NaN,NaN
731574.917361111,4.3,1.91
731575,4.2,1.86
731575.000694444,4.08,1.83
731575.083333333,NaN,NaN
731575.084027778,4,1.85
731575.166666667,NaN,NaN
731575.167361111,4.17,1.88
731575.25,4.45,1.93
731575.250694444,4.15,1.82
731575.333333333,NaN,NaN
731575.334027778,4.21,1.87
731575.416666667,NaN,NaN
731575.417361111,4.23,1.98
731575.5,3.41,1.61
731575.500694444,3.32,1.71
731575.583333333,NaN,NaN
731575.584027778,3.88,1.94
731575.666666667,NaN,NaN
731575.667361111,4,1.94
731575.75,3.62,1.71
731575.750694444,3.49,1.72
731575.833333333,NaN,NaN
731575.834027778,3.76,1.96
731575.916666667,NaN,NaN
731575.917361111,4.33,2.02
731576,4.9,1.75
731576.000694444,5.02,1.83
731576.083333333,NaN,NaN
731576.084027778,4.94,1.8
731576.166666667,NaN,NaN
731576.167361111,5.1,1.74
731576.25,4.83,1.59
731576.250694444,4.88,1.64
731576.333333333,NaN,NaN
731576.334027778,4.47,1.58
731576.416666667,NaN,NaN
731576.417361111,4.65,1.62
731576.5,4.85,1.6
731576.500694444,4.83,1.62
731576.583333333,NaN,NaN
731576.584027778,4.63,1.52
731576.666666667,NaN,NaN
731576.667361111,4.66,1.57
731576.75,4.47,1.45
731576.750694444,4.49,1.47
731576.833333333,NaN,NaN
731576.834027778,4.56,1.52
731576.916666667,NaN,NaN
731576.917361111,4.95,1.61
731577,4.84,1.61
731577.000694444,4.91,1.62
731577.083333333,NaN,NaN
731577.084027778,4.9,1.64
731577.166666667,NaN,NaN
731577.167361111,4.75,1.6
731577.25,4.49,1.51
731577.250694444,4.56,1.53
731577.333333333,NaN,NaN
731577.334027778,4.92,1.67
731577.416666667,NaN,NaN
731577.417361111,4.64,1.54
731577.5,3.8,1.35
731577.500694444,3.98,1.41
731577.583333333,NaN,NaN
731577.584027778,4.01,1.41
731577.666666667,NaN,NaN
731577.667361111,4,1.39
731577.75,4.12,1.44
731577.750694444,4.14,1.48
731577.833333333,NaN,NaN
731577.834027778,3.34,1.59
731577.916666667,NaN,NaN
731577.917361111,3.53,1.43
731578,3.27,1.33
731578.000694444,3.27,1.39
731578.083333333,NaN,NaN
731578.084027778,2.92,1.34
731578.166666667,NaN,NaN
731578.167361111,2.8,1.42
731578.25,NaN,NaN
731578.250694444,2.65,1.42
731578.333333333,NaN,NaN
731578.334027778,2.8,1.45
731578.416666667,NaN,NaN
731578.417361111,2.66,1.36
731578.5,1.87,1
731578.500694444,1.86,1.03
731578.583333333,NaN,NaN
731578.584027778,1.98,1.08
731578.666666667,NaN,NaN
731578.667361111,2.41,1.35
731578.75,2.82,1.48
731578.750694444,2.67,1.54
731578.833333333,NaN,NaN
731578.834027778,3,1.53
731578.916666667,NaN,NaN
731578.917361111,3.12,1.43
731579,3.23,1.34
731579.000694444,3.27,1.4
731579.083333333,NaN,NaN
731579.084027778,3.27,1.4
731579.166666667,NaN,NaN
731579.167361111,3.32,1.35
731579.25,3.68,1.51
731579.250694444,3.72,1.53
731579.333333333,NaN,NaN
731579.334027778,3.61,1.46
731579.416666667,NaN,NaN
731579.417361111,3.34,1.39
731579.5,3.12,1.33
731579.500694444,3.27,1.42
731579.583333333,NaN,NaN
731579.584027778,3.56,1.48
731579.666666667,NaN,NaN
731579.667361111,3.65,1.42
731579.75,3.86,1.39
731579.750694444,3.85,1.38
731579.833333333,NaN,NaN
731579.834027778,3.85,1.35
731579.916666667,NaN,NaN
731579.917361111,3.55,1.37
731580,3.62,1.4
731580.000694444,3.55,1.37
731580.083333333,NaN,NaN
731580.084027778,3.93,1.37
731580.166666667,NaN,NaN
731580.167361111,4.44,1.23
731580.25,NaN,NaN
731580.250694444,4.28,1.25
731580.333333333,NaN,NaN
731580.334027778,4.07,1.25
731580.416666667,NaN,NaN
731580.417361111,3.89,1.4
731580.5,3.36,1.29
731580.500694444,3.48,1.25
731580.583333333,NaN,NaN
731580.584027778,3.43,1.39
731580.666666667,NaN,NaN
731580.667361111,3.469,1.46
731580.75,3.48,1.49
731580.750694444,3.42,1.49
731580.833333333,NaN,NaN
731580.834027778,3.38,1.45
731580.916666667,NaN,NaN
731580.917361111,3.42,1.43
731581,3.23,1.38
731581.000694444,3.26,1.42
731581.083333333,NaN,NaN
731581.084027778,3.16,1.39
731581.166666667,NaN,NaN
731581.167361111,3.55,1.59
731581.25,3.36,1.46
731581.250694444,3.31,1.45
731581.333333333,NaN,NaN
731581.334027778,3.12,1.41
731581.416666667,NaN,NaN
731581.417361111,2.64,1.17
731581.5,3.24,1.44
731581.500694444,3.25,1.43
731581.583333333,NaN,NaN
731581.584027778,NaN,NaN
731581.584722222,3.2,1.31
731581.666666667,NaN,NaN
731581.667361111,3.38,1.26
731581.75,4.43,1.24
731581.750694444,4.39,1.26
731581.815972222,NaN,NaN
731581.816666667,4.31,1.14
731581.909722222,NaN,NaN
731581.910416667,4.76,1.18
731582,4.65,1.18
731582.000694444,4.74,1.24
