Time,si,mg
731677.167361111,3.4,1.33
731677.25,3.05,1.22
731677.250694444,2.95,1.2
731677.333333333,NaN,NaN
731677.334027778,2.66,1.05
731677.416666667,NaN,NaN
731677.417361111,3.36,1.33
731677.5,3.5,1.44
731677.500694444,3.35,1.37
731677.583333333,NaN,NaN
731677.584027778,3.22,1.26
731677.666666667,NaN,NaN
731677.667361111,3.47,1.29
731677.75,NaN,NaN
731677.750694444,3.1,1.21
731677.832638889,NaN,NaN
731677.833333333,3.3,1.31
731677.916666667,NaN,NaN
731677.917361111,3.56,1.31
731678,3.64,1.45
731678.000694444,3.34,1.32
731678.083333333,NaN,NaN
731678.084027778,3.32,1.28
731678.166666667,NaN,NaN
731678.167361111,3.47,1.31
731678.25,NaN,NaN
731678.250694444,3.39,1.27
731678.416666667,NaN,NaN
731678.417361111,3.11,1.29
731678.5,3.55,1.52
731678.500694444,3.4,1.44
731678.833333333,NaN,NaN
731678.834027778,2.83,1.12
731678.916666667,NaN,NaN
731678.917361111,3.49,1.36
731679,3.7,1.41
731679.000694444,3.47,1.32
731679.083333333,NaN,NaN
731679.084027778,3.43,1.36
731679.166666667,NaN,NaN
731679.167361111,3.71,1.26
731679.25,3.93,1.36
731679.250694444,3.64,1.25
731679.333333333,NaN,NaN
731679.334027778,2.69,1.44
731679.416666667,NaN,NaN
731679.417361111,1.81,1.23
731679.5,1.56,1.08
731679.500694444,1.33,0.99
731679.583333333,NaN,NaN
731679.584027778,1.64,1.19
731679.666666667,NaN,NaN
731679.667361111,1.68,1.22
731679.75,1.96,1.32
731679.750694444,1.73,1.21
731679.833333333,NaN,NaN
731679.834027778,1.95,1.42
731679.916666667,NaN,NaN
731679.917361111,1.82,1.41
731680,3.68,1.38
731680.000694444,1.85,1.47
731680.083333333,NaN,NaN
731680.084027778,1.76,1.53
731680.166666667,NaN,NaN
731680.167361111,2.96,1.54
731680.25,3.62,1.33
731680.250694444,3.55,1.25
731680.333333333,NaN,NaN
731680.334027778,4.17,1.37
731680.416666667,NaN,NaN
731680.417361111,4.28,1.22
731680.5,4.74,1.39
731680.500694444,4.55,1.3
731680.583333333,NaN,NaN
731680.584027778,3.78,1.19
731680.666666667,NaN,NaN
731680.667361111,2.82,1.34
731680.75,2.68,1.48
731680.750694444,2.47,1.41
731680.833333333,NaN,NaN
731680.834027778,2.14,1.5
731680.916666667,NaN,NaN
731680.917361111,2.07,1.36
731681,2.31,1.54
731681.000694444,2.09,1.43
731681.083333333,NaN,NaN
731681.084027778,2.06,1.51
731681.166666667,NaN,NaN
731681.167361111,2.42,1.53
731681.25,2.18,1.63
731681.250694444,2,1.58
731681.333333333,NaN,NaN
731681.334027778,2.94,1.56
731681.416666667,NaN,NaN
731681.417361111,3.2,1.53
731681.5,3.37,1.58
731681.500694444,3.31,1.53
731681.583333333,NaN,NaN
731681.584027778,2.64,1.43
731681.666666667,NaN,NaN
731681.667361111,2.71,1.61
731681.75,2.68,1.71
731681.750694444,2.42,1.62
731682.25,2.74,1.91
731682.250694444,2.53,1.8
731682.833333333,NaN,NaN
731682.834027778,2.59,1.65
731683.083333333,NaN,NaN
731683.084027778,2.78,1.57
731683.166666667,NaN,NaN
731683.167361111,3.2,1.71
731683.25,3.35,1.71
731683.250694444,3.23,1.6
731683.333333333,NaN,NaN
731683.334027778,3.2,1.55
731683.416666667,NaN,NaN
731683.417361111,3.32,1.61
731683.5,3.42,1.68
731683.500694444,3.19,1.54
731683.583333333,NaN,NaN
731683.584027778,3.33,1.5
731683.666666667,NaN,NaN
731683.667361111,3.36,1.61
731683.75,NaN,NaN
731683.750694444,2.97,1.54
731683.833333333,NaN,NaN
731683.834027778,2.76,1.52
731683.916666667,NaN,NaN
731683.917361111,2.79,1.53
731684,2.97,1.59
731684.000694444,2.81,1.54
731684.083333333,NaN,NaN
731684.084027778,2.72,1.45
731684.166666667,NaN,NaN
731684.167361111,2.86,1.64
731684.25,3.06,1.7
731684.250694444,2.8,1.51
731684.333333333,NaN,NaN
731684.334027778,2.78,1.56
731684.416666667,NaN,NaN
731684.417361111,2.63,1.43
731684.5,3.23,1.69
731684.500694444,2.97,1.56
731684.583333333,NaN,NaN
731684.584027778,2.81,1.5
731684.666666667,NaN,NaN
731684.667361111,NaN,NaN
731684.668055556,2.83,1.55
731684.75,NaN,NaN
731684.750694444,2.98,1.62
731684.833333333,NaN,NaN
731684.834027778,2.79,1.55
731684.916666667,NaN,NaN
731684.917361111,2.78,1.53
731685,2.93,1.65
731685.000694444,2.77,1.52
731685.041666667,NaN,NaN
731685.083333333,NaN,NaN
731685.084027778,3.41,1.54
731685.166666667,NaN,NaN
731685.167361111,4.38,1.54
731685.25,NaN,NaN
731685.250694444,3.94,1.52
731685.333333333,NaN,NaN
731685.334027778,3.37,1.55
731685.416666667,NaN,NaN
731685.417361111,3.16,1.48
731685.5,3.06,1.51
731685.500694444,2.98,1.44
731685.583333333,NaN,NaN
731685.584027778,3.05,1.54
731685.666666667,NaN,NaN
731685.667361111,3.15,1.55
731685.75,NaN,NaN
731685.750694444,3.07,1.56
731685.833333333,NaN,NaN
731685.834027778,3.17,1.58
731685.916666667,NaN,NaN
731685.917361111,2.54,1.22
731686,3.14,1.57
731686.000694444,3.03,1.46
731686.083333333,NaN,NaN
731686.084027778,3.43,1.69
731686.166666667,NaN,NaN
731686.167361111,3.28,1.62
731686.25,3.5,1.73
731686.250694444,3.43,1.66
731686.333333333,NaN,NaN
731686.334027778,3.31,1.66
731686.416666667,NaN,NaN
731686.417361111,3.45,1.66
731686.5,3.74,1.8
731686.500694444,3.48,1.64
731686.583333333,NaN,NaN
731686.584027778,2.89,1.44
731686.666666667,NaN,NaN
731686.667361111,2.28,1.16
731686.75,NaN,NaN
731686.750694444,2.8,1.31
731686.833333333,NaN,NaN
731686.834027778,2.78,1.38
731686.916666667,NaN,NaN
731686.917361111,2.93,1.47
731687,3.04,1.52
731687.000694444,2.83,1.41
731687.083333333,NaN,NaN
731687.084027778,3.08,1.52
731687.166666667,NaN,NaN
731687.167361111,2.94,1.44
731687.25,3.22,1.62
731687.250694444,3.04,1.56
731687.333333333,NaN,NaN
731687.334027778,3.19,1.57
731687.416666667,NaN,NaN
731687.417361111,2.97,1.46
731687.5,3.46,1.71
731687.500694444,3.15,1.49
731693.152777778,NaN,NaN
731693.153472222,1.8,1.09
731693.25,2.08,1.71
731693.250694444,1.87,1.63
731693.333333333,NaN,NaN
731693.334027778,1.71,1.62
731693.416666667,NaN,NaN
731693.417361111,1.71,1.62
731693.5,1.86,1.7
731693.500694444,1.74,1.7
731693.583333333,NaN,NaN
731693.584027778,1.7,1.63
731693.666666667,NaN,NaN
731693.667361111,1.78,1.81
731693.75,2.23,1.8
731693.750694444,2.04,1.72
731693.833333333,NaN,NaN
731693.834027778,2.45,1.63
731693.916666667,NaN,NaN
731693.917361111,2.78,1.69
731694,2.63,1.72
731694.000694444,2.56,1.69
731694.083333333,NaN,NaN
731694.084027778,2.54,1.67
731694.166666667,NaN,NaN
731694.167361111,2.7,1.74
731694.25,2.69,1.74
731694.250694444,2.53,1.66
731694.333333333,NaN,NaN
731694.334027778,3.13,1.89
731694.416666667,NaN,NaN
731694.417361111,2.8,1.62
731694.5,2.99,1.7
731694.500694444,2.93,1.68
731694.583333333,NaN,NaN
731694.584027778,3.14,1.8
731694.666666667,NaN,NaN
731694.667361111,2.93,1.71
731694.75,NaN,NaN
731694.750694444,2.83,1.71
731694.833333333,NaN,NaN
731694.834027778,2.79,1.67
731694.916666667,NaN,NaN
731694.917361111,2.55,1.58
731695,2.85,1.72
731695.000694444,2.69,1.64
731695.083333333,NaN,NaN
731695.084027778,2.67,1.61
731695.166666667,NaN,NaN
731695.167361111,2.49,1.57
731695.25,2.61,1.69
731695.250694444,2.48,1.56
731695.333333333,NaN,NaN
731695.334027778,2.6,1.6
731695.416666667,NaN,NaN
731695.417361111,3.49,1.59
731695.5,4.09,1.92
731695.500694444,3.95,1.79
731695.583333333,NaN,NaN
731695.584027778,3.71,1.84
731695.666666667,NaN,NaN
731695.667361111,3.12,1.8
731695.75,3.4,1.93
731695.750694444,3.06,1.73
731695.833333333,NaN,NaN
731695.834027778,2.61,1.55
731695.916666667,NaN,NaN
731695.917361111,2.73,1.69
731696,2.75,1.69
731696.000694444,2.64,1.63
731696.083333333,NaN,NaN
731696.084027778,2.49,1.61
731696.166666667,NaN,NaN
731696.167361111,2.36,1.55
731696.25,2.53,1.68
731696.250694444,2.48,1.71
731696.333333333,NaN,NaN
731696.334027778,2.46,1.63
731696.416666667,NaN,NaN
731696.417361111,2.63,1.72
731696.5,3.27,1.94
731696.500694444,3.1,1.8
731696.583333333,NaN,NaN
731696.584027778,2.78,1.69
731696.666666667,NaN,NaN
731696.667361111,2.48,1.62
731697.333333333,NaN,NaN
731697.334027778,2.25,1.44
731697.416666667,NaN,NaN
731697.417361111,2.19,1.4
731697.5,2.5,1.58
731697.500694444,2.29,1.41
731697.583333333,NaN,NaN
731697.584027778,2.18,1.41
731697.666666667,NaN,NaN
731697.667361111,2.18,1.36
731697.75,2.4,1.47
731697.750694444,2.22,1.35
731697.833333333,NaN,NaN
731697.834027778,2.12,1.29
731697.916666667,NaN,NaN
731697.917361111,2.51,1.52
731698,NaN,NaN
731698.000694444,2.88,1.73
731698.083333333,NaN,NaN
731698.084027778,2.87,1.7
731698.166666667,NaN,NaN
731698.167361111,2.81,1.71
731698.25,3.04,1.8
731698.250694444,2.89,1.7
731698.333333333,NaN,NaN
731698.334027778,2.83,1.75
731698.416666667,NaN,NaN
731698.417361111,2.9,1.74
731698.5,2.93,1.78
731698.500694444,2.76,1.7
731698.583333333,NaN,NaN
731698.584027778,2.63,1.63
731698.666666667,NaN,NaN
731698.667361111,2.8,1.73
731698.75,2.87,1.75
731698.751388889,2.69,1.66
731698.833333333,NaN,NaN
731698.834027778,2.65,1.57
731698.916666667,NaN,NaN
731698.917361111,2.72,1.75
731699,2.88,1.77
731699.000694444,2.7,1.69
731699.083333333,NaN,NaN
731699.084027778,2.84,1.77
731699.166666667,NaN,NaN
731699.167361111,2.76,1.71
731699.25,3.04,1.85
731699.250694444,2.85,1.75
731699.333333333,NaN,NaN
731699.334027778,2.59,1.7
731699.416666667,NaN,NaN
731699.417361111,2.64,1.6
731699.5,3.07,0.06
731699.500694444,2.76,1.68
731699.583333333,NaN,NaN
731699.584027778,2.61,1.58
731699.666666667,NaN,NaN
731699.667361111,2.83,1.61
731699.75,3.16,1.7
731699.750694444,2.99,1.6
731699.819444445,NaN,NaN
731699.833333333,NaN,NaN
731699.834027778,3.04,1.63
731699.916666667,NaN,NaN
731699.917361111,3.25,1.66
731700,3.44,1.76
731700.000694444,3.5,1.78
731700.083333333,NaN,NaN
731700.084027778,2.77,1.53
731700.166666667,NaN,NaN
731700.167361111,3.01,1.63
731700.333333333,NaN,NaN
731700.334027778,3.17,1.75
731700.416666667,NaN,NaN
731700.417361111,3.01,1.63
731700.5,3.08,1.69
731700.500694444,2.95,1.7
731700.583333333,NaN,NaN
731700.584027778,2.97,1.67
731700.666666667,NaN,NaN
731700.667361111,2.38,1.33
731700.75,3.06,1.63
731700.750694444,2.88,1.49
731700.833333333,NaN,NaN
731700.834027778,3.27,1.71
731700.916666667,NaN,NaN
731700.917361111,2.98,1.64
731701,3.14,1.67
731701.000694444,2.94,1.61
731701.083333333,NaN,NaN
731701.084027778,2.81,1.54
731701.166666667,NaN,NaN
731701.167361111,2.86,1.61
731701.25,3,1.67
731701.250694444,2.8,1.58
731701.333333333,NaN,NaN
731701.334027778,2.88,1.61
731701.416666667,NaN,NaN
731701.417361111,2.89,1.63
731701.5,3.01,1.71
731701.500694444,2.83,1.6
731701.583333333,NaN,NaN
731701.584027778,2.74,1.6
731701.666666667,NaN,NaN
731701.667361111,2.77,1.64
731701.75,2.74,1.6
731701.750694444,2.52,1.47
731701.833333333,NaN,NaN
731701.834027778,1.98,1.73
731701.916666667,NaN,NaN
731701.917361111,1.97,1.69
731702,1.07,0.01
731702.000694444,1.96,1.81
731702.083333333,NaN,NaN
731702.084027778,1.9,1.74
731702.166666667,NaN,NaN
731702.167361111,2.09,1.74
731702.25,2.53,1.81
731702.250694444,2.35,1.73
731702.333333333,NaN,NaN
731702.334027778,2.26,1.83
731702.416666667,NaN,NaN
731702.417361111,2.1,1.75
731702.5,2.58,1.76
731702.500694444,2.5,1.78
731702.583333333,NaN,NaN
731702.584027778,2.42,1.71
731702.666666667,NaN,NaN
731702.667361111,2.68,1.87
731702.75,NaN,NaN
731702.750694444,2.48,1.67
731702.833333333,NaN,NaN
731702.834027778,2.65,1.69
731702.916666667,NaN,NaN
731702.917361111,3.13,1.66
731703,3.29,1.73
731703.000694444,3.2,1.73
731703.041666667,NaN,NaN
731703.042361111,NaN,NaN
731703.083333333,NaN,NaN
731703.084027778,3.09,1.66
731703.166666667,NaN,NaN
731703.167361111,3.23,1.63
731703.25,3.37,1.65
731703.250694444,3.23,1.59
731703.333333333,NaN,NaN
731703.334027778,3.13,1.72
731703.916666667,NaN,NaN
731703.917361111,3.08,1.67
731704,2.77,1.61
731704.000694444,NaN,NaN
731704.001388889,2.62,1.5
731704.083333333,NaN,NaN
731704.084027778,2.82,1.69
731704.166666667,NaN,NaN
731704.167361111,3.22,1.72
731704.333333333,NaN,NaN
731704.334027778,3.34,1.77
731704.416666667,NaN,NaN
731704.417361111,2.66,1.51
731704.5,2.84,1.51
731704.500694444,2.58,1.42
731704.583333333,NaN,NaN
731704.584027778,2.57,1.44
731704.666666667,NaN,NaN
731704.667361111,2.64,1.61
731704.75,2.74,1.73
731704.750694444,2.58,1.63
731704.833333333,NaN,NaN
731704.834027778,2.47,1.59
731704.916666667,NaN,NaN
731704.917361111,2.69,1.62
731705,3,1.69
731705.000694444,2.73,1.57
731705.048611111,NaN,NaN
731705.049305556,NaN,NaN
731705.083333333,NaN,NaN
731705.084027778,2.84,1.53
731705.166666667,NaN,NaN
731705.167361111,2.89,1.66
731705.25,3.33,1.67
731705.250694444,3.19,1.63
731705.333333333,NaN,NaN
731705.334027778,3.41,1.56
731705.416666667,NaN,NaN
731705.417361111,3.05,1.59
731705.5,3.15,1.64
731705.500694444,3.02,1.57
731705.583333333,NaN,NaN
731705.584027778,2.9,1.61
731705.666666667,NaN,NaN
731705.667361111,2.84,1.55
731705.75,2.92,1.62
731705.750694444,2.86,1.49
731705.833333333,NaN,NaN
731705.834027778,3.05,1.58
731705.916666667,NaN,NaN
731705.917361111,3.17,1.6
731706,2.8,1.64
731706.000694444,2.72,1.46
731706.083333333,NaN,NaN
731706.084027778,2.86,1.62
731706.166666667,NaN,NaN
731706.167361111,2.93,1.73
731706.25,2.63,1.58
731706.250694444,2.72,1.61
731706.333333333,NaN,NaN
731706.334027778,2.91,1.59
731706.416666667,NaN,NaN
731706.417361111,3.16,1.52
731706.5,4,1.66
731706.500694444,4.02,1.57
731706.583333333,NaN,NaN
731706.584027778,3.89,1.52
731706.666666667,NaN,NaN
731706.667361111,3.68,1.39
731706.75,NaN,NaN
731706.750694444,4.14,1.52
731706.833333333,NaN,NaN
731706.834027778,2.98,1.36
731706.916666667,NaN,NaN
731706.917361111,2.82,1.4
731707,2.84,1.59
731707.000694444,2.75,1.43
731707.083333333,NaN,NaN
731707.084027778,2.54,1.32
731707.166666667,NaN,NaN
731707.167361111,2.62,1.51
731707.25,NaN,NaN
731707.250694444,2.64,1.45
731707.333333333,NaN,NaN
731707.334027778,2.65,1.54
731707.416666667,NaN,NaN
731707.417361111,2.75,1.6
731707.5,NaN,NaN
731707.500694444,2.84,1.62
731707.583333333,NaN,NaN
731707.584027778,2.62,1.54
731707.666666667,NaN,NaN
731707.667361111,2.79,1.6
731707.75,2.79,1.65
731707.750694444,2.73,1.57
731707.833333333,NaN,NaN
731707.834027778,2.51,1.4
731707.916666667,NaN,NaN
731707.917361111,2.57,1.45
731708,2.64,1.57
731708.000694444,2.53,1.4
731708.083333333,NaN,NaN
731708.084027778,2.42,1.44
731708.166666667,NaN,NaN
731708.167361111,3.04,1.7
731708.25,3.25,1.74
731708.250694444,3.09,1.56
731708.333333333,NaN,NaN
731708.334027778,2.53,1.42
731708.416666667,NaN,NaN
731708.417361111,2.51,1.43
731708.5,2.92,1.7
731708.500694444,2.74,1.53
731708.583333333,NaN,NaN
731708.584027778,2.89,1.53
731708.666666667,NaN,NaN
731708.667361111,2.68,1.56
731708.75,2.82,1.78
731708.750694444,2.73,1.66
731708.916666667,NaN,NaN
731708.917361111,2.84,1.69
731709,2.81,1.78
731709.000694444,2.72,1.6
731709.083333333,NaN,NaN
731709.084027778,2.53,1.57
731709.166666667,NaN,NaN
731709.167361111,2.66,1.64
731709.25,2.65,1.69
731709.250694444,2.51,1.52
731709.333333333,NaN,NaN
731709.334027778,2.56,1.59
731709.416666667,NaN,NaN
731709.417361111,2.61,1.64
731709.5,2.71,1.77
731709.500694444,2.6,1.59
731709.583333333,NaN,NaN
731709.584027778,2.59,1.59
731709.665972222,NaN,NaN
731709.666666667,2.71,1.7
731709.742361111,2.79,1.82
731709.743055556,2.63,1.65
731709.833333333,NaN,NaN
731709.834027778,2.9,1.74
731709.916666667,NaN,NaN
731709.917361111,2.77,1.73
731710,2.81,1.83
731710.000694444,2.63,1.64
731710.083333333,NaN,NaN
731710.084027778,2.49,1.58
731710.166666667,NaN,NaN
731710.167361111,2.45,1.54
731710.25,2.71,1.72
731710.250694444,2.55,1.54
731710.326388889,NaN,NaN
731710.327083333,2.82,1.74
731710.416666667,NaN,NaN
731710.417361111,2.78,1.75
731710.5,2.97,1.99
731710.500694444,2.78,1.81
731710.576388889,NaN,NaN
731710.577083333,2.92,1.78
731710.666666667,NaN,NaN
731710.667361111,3.06,1.69
731710.743055556,3.05,1.82
731710.74375,3.05,1.69
731710.833333333,NaN,NaN
731710.834027778,3.66,1.79
731710.916666667,NaN,NaN
731710.917361111,2.86,1.48
731711,2.78,1.56
731711.000694444,2.86,1.48
731711.083333333,NaN,NaN
731711.084027778,2.69,1.41
731711.166666667,NaN,NaN
731711.167361111,2.82,1.41
731711.25,2.61,1.49
731711.250694444,2.51,1.32
731711.333333333,NaN,NaN
731711.334027778,2.69,1.4
731711.416666667,NaN,NaN
731711.417361111,2.6,1.33
731711.5,2.63,1.54
731711.500694444,2.57,1.35
731711.583333333,NaN,NaN
731711.584027778,2.55,1.31
731711.666666667,NaN,NaN
731711.667361111,2.72,1.45
731711.75,2.92,1.66
731711.750694444,2.79,1.48
731711.833333333,NaN,NaN
731711.834027778,2.69,1.45
731711.916666667,NaN,NaN
731711.917361111,2.47,1.26
731712,2.72,1.54
731712.000694444,2.61,1.34
731712.083333333,NaN,NaN
731712.084027778,2.54,1.32
731712.166666667,NaN,NaN
731712.167361111,2.56,1.34
731712.25,2.89,1.64
731712.250694444,2.69,1.43
731712.333333333,NaN,NaN
731712.334027778,2.97,1.43
731712.416666667,NaN,NaN
731712.417361111,2.75,1.38
731712.5,2.51,1.36
731712.500694444,2.32,1.13
731712.583333333,NaN,NaN
731712.584027778,2.43,1.17
731712.666666667,NaN,NaN
731712.667361111,2.69,1.26
731712.75,NaN,NaN
731712.750694444,2.473,1.19
731712.833333333,NaN,NaN
731712.834027778,3.04,1.3
731712.916666667,NaN,NaN
731712.917361111,3.19,1.35
731713,3.04,1.6
731713.000694444,3,1.44
731713.083333333,NaN,NaN
731713.084027778,2.58,1.27
731713.166666667,NaN,NaN
731713.167361111,2.9,1.55
731713.25,2.78,1.61
731713.250694444,3.07,1.59
731713.333333333,NaN,NaN
731713.334027778,2.25,1.34
731713.416666667,NaN,NaN
731713.417361111,1.79,1.32
731713.5,NaN,NaN
731713.500694444,1.88,1.42
731713.583333333,NaN,NaN
731713.584027778,1.94,1.38
731713.666666667,NaN,NaN
731713.667361111,2.19,1.27
731713.75,3.14,1.63
731713.750694444,2.95,1.39
731713.833333333,NaN,NaN
731713.834027778,3.45,1.51
731713.916666667,NaN,NaN
731713.917361111,3.41,1.42
731714,3.67,1.69
731714.000694444,3.48,1.5
731714.083333333,NaN,NaN
731714.084027778,2.78,0.145
731714.166666667,NaN,NaN
731714.167361111,3.26,1.51
731714.25,3.11,1.71
731714.250694444,2.9,1.45
731714.333333333,NaN,NaN
731714.334027778,2.22,1.57
731714.416666667,NaN,NaN
731714.417361111,1.86,1.39
731714.5,2.31,1.68
731714.500694444,2.09,1.47
731714.583333333,NaN,NaN
731714.584027778,1.51,1.02
731714.666666667,NaN,NaN
731714.667361111,2.09,1.45
731714.75,NaN,NaN
731714.750694444,2.23,1.51
731714.833333333,NaN,NaN
731714.834027778,2.91,1.51
731714.916666667,NaN,NaN
731714.917361111,3.48,1.64
731715,3.04,1.68
731715.000694444,2.91,1.55
731715.083333333,NaN,NaN
731715.084027778,3.03,1.59
731715.166666667,NaN,NaN
731715.167361111,2.93,1.56
731715.25,2.72,1.59
731715.250694444,2.71,1.51
731715.333333333,NaN,NaN
731715.334027778,2.24,1.22
731715.416666667,NaN,NaN
731715.417361111,2.26,1.16
731715.5,2.94,1.6
731715.500694444,2.8,1.49
731715.583333333,NaN,NaN
731715.584027778,2.94,1.64
731715.666666667,NaN,NaN
731715.667361111,2.88,1.65
731715.75,2.88,1.74
731715.750694444,2.73,1.62
731715.833333333,NaN,NaN
731715.834027778,2.42,1.53
731717.166666667,2.57,1.64
731717.167361111,2.34,1.51
731717.25,3.37,2.01
731717.250694444,3,1.79
731717.333333333,2.93,1.66
731717.334027778,2.93,1.66
731717.416666667,2.93,1.66
731717.417361111,2.93,1.66
731717.5,2.89,1.63
731717.500694444,2.89,1.63
731717.583333333,2.62,1.53
731717.584027778,2.62,1.53
731717.666666667,2.75,1.78
731717.667361111,2.75,1.78
731717.75,2.43,1.69
731717.750694444,2.43,1.69
731717.833333333,2.38,1.63
731717.834027778,2.65,1.79
731717.916666667,2.31,1.79
731717.917361111,2.31,1.79
731718,2.17,1.7
731718.000694444,2.17,1.7
731718.083333333,2.06,1.62
731718.084027778,2.08,1.64
731718.166666667,2.18,1.6
731718.167361111,2.25,1.65
731718.25,2.39,1.55
731718.250694444,2.39,1.55
731718.333333333,2.81,1.56
731718.334027778,2.67,1.2
731718.416666667,3.02,1.48
731718.417361111,NaN,NaN
731718.5,3.01,1.37
731718.500694444,2.91,1.38
731718.583333333,2.18,1.1
731718.584027778,2.05,1.07
731718.666666667,2.11,1.13
731718.667361111,2.12,1.2
731718.75,2.69,1.38
731718.750694444,2.71,1.38
731718.833333333,3.75,1.55
731718.834027778,3.81,NaN
731718.916666667,3.89,1.46
731718.917361111,3.96,1.53
731719,3.69,1.5
731719.000694444,3.71,1.52
731719.083333333,NaN,NaN
731719.084027778,3.6,1.57
731719.166666667,NaN,NaN
731719.167361111,3,1.48
731719.25,2.92,1.6
731719.250694444,2.91,1.47
731719.333333333,NaN,NaN
731719.334027778,2.92,1.62
731719.416666667,NaN,NaN
731719.417361111,3,1.6
731719.5,3.45,1.63
731719.500694444,3.24,1.6
731719.583333333,NaN,NaN
731719.584027778,3.2,1.63
731719.666666667,NaN,NaN
731719.667361111,2.78,1.63
731719.75,2.55,1.6
731719.750694444,2.53,1.66
731719.833333333,NaN,NaN
731719.834027778,2.38,1.68
731719.916666667,NaN,NaN
731719.917361111,2.81,1.79
731720,2.9,1.54
731720.000694444,2.87,1.65
731720.083333333,NaN,NaN
731720.084027778,3.1,1.59
731720.166666667,NaN,NaN
731720.167361111,2.9,1.56
731720.168055556,NaN,NaN
731720.25,3,1.53
731720.250694444,2.79,1.52
731720.333333333,NaN,NaN
731720.334027778,3.14,1.42
731720.416666667,NaN,NaN
731720.417361111,3.28,1.53
731720.5,3.06,1.66
731720.500694444,2.93,1.62
731720.583333333,NaN,NaN
731720.584027778,2.44,1.61
731720.666666667,NaN,NaN
731720.667361111,2.61,1.84
731720.75,2.23,1.47
731720.750694444,2.14,1.45
731720.833333333,2.21,1.48
731720.834027778,2.09,1.47
731720.916666667,2.47,1.65
731720.917361111,2.38,1.71
731721,2.51,1.67
731721.000694444,2.44,1.69
731721.083333333,2.37,1.66
731721.084027778,2.32,1.74
731721.166666667,2.51,1.72
731721.167361111,2.37,1.73
731721.25,2.49,1.61
731721.250694444,NaN,NaN
731721.251388889,2.44,1.68
731721.333333333,NaN,NaN
731721.334027778,2.83,1.58
731721.416666667,NaN,NaN
731721.417361111,3.06,1.52
731721.5,2.99,1.42
731721.500694444,2.96,1.48
731721.583333333,NaN,NaN
731721.584027778,3,1.57
731721.666666667,NaN,NaN
731721.667361111,3.35,1.63
731721.75,NaN,NaN
731721.750694444,3.38,1.67
731721.833333333,NaN,NaN
